subject,acc,RT,Code,seq,actionseq,timeseq,trial
28329,1,0.68153790012002,1,3,1,529,39
28329,1,0.500274199992418,2,1,2,530,39
28329,1,0.334325100062415,2,2,2,531,39
28329,1,0.686754999915138,1,3,1,532,39
28329,1,0.457346400013193,2,1,2,533,39
28329,1,0.381399399833754,1,3,1,534,39
28329,1,0.388305699918419,2,2,2,535,39
28329,1,0.298752299975604,2,1,2,536,39
28329,1,0.428736799862236,2,2,2,537,39
28329,1,0.40990799991414,2,2,2,538,39
28329,1,0.488326200051233,1,3,1,539,39
28329,1,0.650893500074744,2,1,2,540,39
28329,1,0.5751340999268,1,3,1,541,39
28329,1,0.462037399876863,2,1,2,542,39
28329,1,0.442278199829161,2,2,2,543,39
28329,1,0.422859499929473,2,2,2,544,39
28329,1,0.443818299798295,2,1,2,545,39
28329,1,0.4568451999221,1,3,1,546,39
28329,0,0.67264060000889,1,1,2,547,78
28329,0,0.396126900101081,1,2,2,548,78
28329,0,0.290671100141481,1,3,3,549,78
28329,0,0.469329199986532,1,4,3,550,78
28329,1,0.464701600139961,1,5,1,551,78
28329,1,0.844203199958429,1,6,1,552,78
28329,1,0.808457100065425,2,1,2,553,78
28329,1,1.35077909985557,1,5,1,554,78
28329,0,0.862436400027946,3,2,2,555,78
28329,1,1.16272139991634,1,6,1,556,78
28329,1,0.706721100024879,3,3,3,557,78
28329,1,0.75689210020937,3,3,3,558,78
28329,1,0.940491999965161,3,4,3,559,78
28329,1,0.621652100002393,2,2,2,560,78
28329,1,0.762788699939847,3,4,3,561,78
28329,1,0.683191400021315,1,6,1,562,78
28329,1,0.749111900106072,2,1,2,563,78
28329,1,0.637547200080007,1,5,1,564,78
28329,1,1.10612729983404,2,1,2,565,78
28329,0,0.588024099823087,3,2,2,566,78
28329,1,0.626814799848944,3,3,3,567,78
28329,1,0.375908400164917,3,4,3,568,78
28329,1,0.655729799997061,1,5,1,569,78
28329,1,0.403249199967831,1,6,1,570,78
28329,1,0.609639700036496,3,4,3,571,78
28329,1,0.551401400007308,3,3,3,572,78
28329,1,0.639236700022593,3,4,3,573,78
28329,1,0.412353900028393,2,1,2,574,78
28329,1,0.73028719983995,1,5,1,575,78
28329,1,0.538602800108492,1,5,1,576,78
28329,1,0.619153500068933,2,2,2,577,78
28329,1,0.544764799997211,1,6,1,578,78
28329,1,0.553475700085983,3,3,3,579,78
28329,0,0.737193000037223,2,5,1,580,78
28329,1,0.69005490001291,2,2,2,581,78
