"","Subject","Channel","X0.5Hz","X1Hz","X1.5Hz","X2Hz","X2.5Hz","X3Hz","X3.5Hz","X4Hz","X4.5Hz","X5Hz","X5.5Hz","X6Hz","X6.5Hz","X7Hz","X7.5Hz","X8Hz","X8.5Hz","X9Hz","X9.5Hz","X10Hz","X10.5Hz","X11Hz","X11.5Hz","X12Hz","X12.5Hz","X13Hz","X13.5Hz","X14Hz","X14.5Hz","X15Hz","X15.5Hz","X16Hz","X16.5Hz","X17Hz","X17.5Hz","X18Hz","X18.5Hz","X19Hz","X19.5Hz","X20Hz","X20.5Hz","X21Hz","X21.5Hz","X22Hz","X22.5Hz","X23Hz","X23.5Hz","X24Hz","X24.5Hz","X25Hz","X25.5Hz","X26Hz","X26.5Hz","X27Hz","X27.5Hz","X28Hz","X28.5Hz","X29Hz","X29.5Hz","X30Hz","X30.5Hz","X31Hz","X31.5Hz","X32Hz","X32.5Hz","X33Hz","X33.5Hz","X34Hz","X34.5Hz","X35Hz","X35.5Hz","X36Hz","X36.5Hz","X37Hz","X37.5Hz","X38Hz","X38.5Hz","X39Hz","X39.5Hz","X40Hz","X40.5Hz","X41Hz","X41.5Hz","X42Hz","X42.5Hz","X43Hz","X43.5Hz","X44Hz","X44.5Hz","X45Hz","X45.5Hz","X46Hz","X46.5Hz","X47Hz","X47.5Hz","X48Hz","X48.5Hz","X49Hz","X49.5Hz","X50Hz","X50.5Hz","X51Hz","X51.5Hz","X52Hz","X52.5Hz","X53Hz","X53.5Hz","X54Hz","X54.5Hz","X55Hz","X55.5Hz","X56Hz","X56.5Hz","X57Hz","X57.5Hz","X58Hz","X58.5Hz","X59Hz","X59.5Hz","X60Hz","X60.5Hz","X61Hz","X61.5Hz","X62Hz","X62.5Hz","X63Hz","X63.5Hz","X64Hz"
"1",15000,"AF3",14.6900278963405,13.4628693477311,11.9017171754351,11.2387818039221,10.5773547824239,10.4204511840692,9.92190917652188,9.58361503724763,9.51955407581549,9.25853226019907,9.11032602489809,9.05586530538769,9.11617007825567,9.35755787505593,9.44166821418915,9.32156731101366,9.16849104835351,8.88289232812514,8.79129637328508,8.62389724151737,8.78563970448895,8.99378030116451,9.24636102725634,9.68006403405153,10.0508372655399,9.86177008110192,9.18491716855415,8.47906627204924,8.17336272162305,8.00207201346669,7.84125734360637,7.68208742794332,7.68695530340301,7.61984532464303,7.5264136951742,7.43503240863103,7.53764055975003,7.63690147255441,7.57199705784335,7.31421066162623,7.32263044044282,7.32737127360816,7.40211158479839,7.46373440586092,7.39892445855049,7.36260731982962,7.33496802715432,7.37407518125775,7.44143836523532,7.56532448750305,7.52668523530793,7.30730559859181,6.9519317988927,6.96251264766225,7.15049462966368,7.20980120702947,6.97541101318212,6.94600851742754,6.75893751896149,6.96238873112026,7.07158715374268,7.13010058653793,7.23151300429199,7.14321244288863,7.16324269845104,7.2764547338902,7.49704681890994,7.36312614154827,7.12539221042939,7.152780515089,7.11080958687715,6.91903824166849,6.86822289912664,7.01298102212784,6.92284662307792,6.9614357234196,6.70780777516974,6.44696342397657,6.63636298535889,6.5380323598573,6.4012032206639,6.07590405295462,6.11810827755424,6.45665935569347,6.67228404297538,7.06662859074515,6.03198644171748,5.48740516534988,5.26303424365049,5.22124240590382,5.08150555403215,5.04131202087727,4.73738714205293,4.23174592135881,3.96226968333699,3.94279009835799,3.55648240809053,3.54401592676018,4.40180848469279,3.97969211790344,3.07475631593683,3.10609365557207,3.25478577207041,3.3697155075134,4.11754032562329,4.95413101548025,3.82659253825876,3.52984474710956,3.34740045111222,3.44773890280586,3.56236920978131,6.14020542561855,6.20712311318658,3.69358408797865,3.27952983265996,3.40283586501657,3.25856120392097,4.53912764973278,6.55761718129312,5.65381129440776,3.16016515431429,3.30029187523118,3.10928900036831,3.24999026155261,4.06813192891873,4.63081147159053,3.35613892351811,3.32385140669098
"2",15000,"F7",17.1297082885377,16.1906151331928,15.3941251234278,15.0774997727484,14.7841438556894,14.7063718793551,14.5795099119766,14.3553089218565,14.5180513983908,14.3980182578231,13.9766833898587,14.1493947951373,14.1369152588525,14.0127416051649,13.5641994705554,13.7204859544841,13.8190459095791,13.4445370982594,13.623340350301,13.7789401516807,13.7620400645718,13.8195482057384,13.4380982236845,13.3034147162203,13.2633598472148,13.2043755224348,13.0110539580453,13.3614201402616,13.2436269532784,13.2486775710189,13.2984183181762,13.1137623682872,12.9760795504375,12.5552304564326,12.8076278203903,12.6666397610588,12.6367486889665,12.7352374360705,12.737878960684,12.7264849325002,12.5626144153612,12.43928224764,12.4662807744038,12.4495397275411,12.5404193800409,12.4600650461926,12.2783630969977,12.2124964429056,12.293363208119,12.4220956421998,12.3630941720994,12.0427063667084,12.1380059509795,12.3943506933754,12.2731433668713,12.1127336202449,12.0326368457247,12.1888105033672,12.3316945757724,12.1069011589402,12.3021465786628,12.4236047798919,12.216209221293,12.2729123293268,12.2052244051865,12.2209697697684,11.9790865630565,12.1215378263424,12.0962434153616,12.0841738732709,12.1620787152657,11.969017380702,11.4931589456625,11.2876863770419,11.5076814009185,11.472600045426,11.2074419363182,11.2177650826107,11.1329869032919,10.8294329491224,10.9326209587474,10.9414647016952,10.7395188091114,10.470530798998,10.5217792620805,10.5403496998526,9.94717475839482,9.4993283005268,9.53473258894774,9.22297755911513,9.02746060892225,8.88742792134722,8.43432304680995,8.12902782264194,8.18709008580588,7.50528111714788,6.94923914456469,6.5702662466171,7.10422746008796,6.83366671757437,5.94292366580995,5.93910064217179,5.81609411834187,6.09667890362253,6.81182069793817,7.51886996735068,6.60890235547798,6.55612533566205,6.25821963901766,5.93193008669305,6.4049639344668,8.59766892675704,8.64295192484063,6.40404427775744,5.72591590211807,5.81194560299192,5.83592341522315,7.03233341920926,9.05971948754077,8.14989874257162,5.65481251119016,5.68106716468484,5.69301463970247,5.89970654421554,6.37261256831769,7.03301333126002,5.90358410728774,5.73318014365387
"3",15000,"F3",14.9167310790965,13.3334535366921,10.1699136537707,9.84740530322688,9.45849439082665,9.42017924009793,9.23265830022485,8.69456621716051,8.65339659190695,8.68880356326575,8.39329466517425,8.18731398900423,8.36469695429625,8.3606759498213,8.61202809801303,8.4585072634259,8.24447964914787,8.20530253739475,8.14682598254381,8.01291637285659,8.24103912678408,8.26384481814386,8.34822126723574,8.5050633215744,8.86629268263275,8.56084436846276,8.07007613921845,7.53561062423485,7.49114903214211,7.25882775939992,7.15640321043655,7.09175127537748,7.16537672701174,7.01666474328146,6.93608274087144,6.74372158884259,6.91437319097449,6.97119327242832,6.89711779141855,6.81805408014942,6.85470454230973,6.86162106839884,6.95575125828796,6.89840886353209,6.7592375396367,6.79747490385174,6.95012246366127,7.03432532711057,7.09471993717808,7.14419997927727,6.956954870516,6.7415636133159,6.52153698166351,6.59835699405537,6.63807816663564,6.57135291324293,6.5979444945834,6.56790640364166,6.55415720188445,6.72651047465246,6.7001723629333,6.91296251444373,6.88066561482828,6.72399056691607,6.87416642068092,7.08967939102192,7.147540982776,6.8424122876566,6.57193892440354,6.75187743214723,6.71916283650094,6.6061419591158,6.46685540001977,6.55484235605624,6.38689732358213,6.44560647465433,6.33937814535505,6.00860791317033,5.92682971026866,5.89384406507992,6.09641987571068,5.92189572118369,5.71553413518578,5.72181602381312,5.54811634567182,5.49561566184702,5.13200592038845,4.8048306661176,4.67368458937548,4.66946122648349,4.77495451516554,4.55613887272829,4.10322528928068,3.81569449875348,3.35846569950901,2.99770439990963,2.35134982868718,2.18661309473137,2.03355733357461,1.61817590600835,1.09914239590445,1.24198071386659,1.28881995464333,1.50814641542452,2.16021993502824,2.54794614950082,2.10246038324057,2.47804636697341,2.13464259485363,2.11631084472874,2.32982097139261,3.41567766911547,3.35441552121654,1.90342371160412,1.48348063805177,1.24896024332462,1.406033677706,1.79495672185501,3.59172660540205,2.74357723903794,2.1363290185336,3.6931253037752,2.37991922297273,1.07817470998267,1.50104072933549,1.87997931478006,1.31601873002151,1.45514156097174
"4",15000,"FC5",16.440376897508,15.0942396598726,12.4156861394415,11.1951914377632,10.4919954078303,10.1596859513492,9.79375008085904,9.36102914724258,9.07825341456499,8.73541797823746,8.5944734719082,8.44106722518283,8.47714863138885,8.45336145531827,8.37401568331308,8.26030627217978,8.07606763741258,7.98864896281105,7.95887725404956,8.05079229149713,8.04546351543723,8.01228074225756,8.12173931587549,8.31796468005264,8.57720753192549,8.42990116367189,8.06151296985039,7.81544702645193,7.45538188315136,7.48776550812022,7.40109328847324,7.25918816697481,7.50530676142713,7.38722413283752,7.29735616583925,7.12023682774299,7.11383462073173,7.24868871002632,7.30221352174,7.02355962928449,6.79363381041996,6.85223618504396,7.0183497162141,7.09643951657235,6.88515027907149,6.83740142027421,6.92179624011454,6.81984903163146,6.87338753671042,6.83989748328249,6.96918031732824,6.85557827582791,6.72453694684269,6.6658590040378,6.82009371976714,6.68110219815609,6.62436885432224,6.79620920008783,6.70644420392802,6.69250456135886,6.77455897933459,6.86129706138687,6.70224911732491,6.80648641451142,6.97407473149859,6.85248032888772,6.83297825570562,7.03532881163593,7.12356521568729,7.03546495151831,6.96457253560637,6.72863377357823,6.81669515452765,6.94415117569488,6.86221443934482,6.79019888019012,6.58605934759109,6.4284200650585,6.3456344499004,6.09737248863847,6.11321396264324,6.15863819449531,5.98671629463558,5.89280477185193,5.79414506681803,5.94805131581514,5.47822208873095,5.26682163530074,5.21310893996229,5.09159629083592,4.92455987563089,4.60163295041038,4.21703208175927,3.84610056829086,3.5654533645348,3.45007112924788,2.8553394137789,2.58648184312945,2.76340627656084,2.44060001765765,2.08158551848339,2.12902867352227,2.37671974552846,2.35975951006364,3.01330043160166,3.43292951783176,2.99391795393917,2.80006017668118,2.72423270785798,2.61881969033649,2.8483261503389,4.24144502007458,4.33555469423216,2.49449787904703,2.42900999238901,2.42756319821016,2.25444772377865,2.88286189290096,4.47095974403693,3.7296961275514,2.0580643983477,2.22135002229616,2.07301932672146,2.17885011127871,2.52546006524982,2.96533250341039,2.12939442488847,2.24033654023967
"5",15000,"T7",14.1704325180019,12.7706877505751,10.7252599093176,9.94831916558951,9.555931019387,9.40431520944174,9.11336627291242,8.78886645367466,8.65638427329754,8.46914727202996,8.30114069286226,8.21023260138147,8.13126815121495,8.04371157675115,7.9423763486915,7.86567700273064,7.83769262557958,7.89433441106396,7.71177916659253,7.57804354304079,7.68278350569683,7.74784719973395,7.80747331124731,7.92930916410864,8.13234734305663,8.02280024940102,7.66013190773677,7.60989999229129,7.35557114644071,7.29580577697455,7.18889242423973,6.9592854474856,6.95574332391519,7.10499976080837,7.05404986951708,7.06526551432587,7.00768736446076,6.98378749867716,6.95803220601241,6.78742416152408,6.78324311745116,6.7582826223926,6.9451514395023,7.03407822180234,6.8536562452362,6.75769555948868,6.64740988391004,6.45793653255951,6.70469188093974,6.91644835963141,6.92472889612646,6.86614166656809,6.62951898275901,6.54213215997048,6.51656499308459,6.5285943490295,6.65527794734892,6.61735710599665,6.3779049338204,6.57150028366582,6.61507747145518,6.9208236823279,7.12484241072919,6.9076703510306,6.65744991696562,6.61450671503511,6.56221191102669,6.85140537433,6.6220841614588,6.77508108247047,6.82023283120006,6.61066699073652,6.6257747507197,6.6763432773674,6.62635698800127,6.40277762327842,6.39128111028549,6.35941795979118,6.11342199326835,6.01035837426648,6.08558642711628,5.8559779657869,5.65777944339482,5.61791608827416,5.76385774033227,5.77647809423821,5.18729451358047,5.12416288283916,5.14490843113975,4.75644642482493,4.53982192844265,4.43802809405539,4.14285220620205,3.66368689066474,3.39518805842805,3.15983467643123,2.77160526251235,2.57594575033796,2.67236419005649,2.26645633615233,1.86344806034873,2.17457713096463,1.96820565123952,2.13583830162181,2.74394811214547,3.28376977777903,2.85354423157845,2.8267504183415,2.62129819676718,2.65640794614397,2.69595401536863,4.44270099959521,4.56643848363507,2.65396076745839,2.2930100136077,2.27517903330957,2.16899684877272,2.83027674431162,4.70640002652782,3.88597576101018,1.7593802704992,2.04389213991182,1.92995354861745,1.97944180887365,2.46370817719924,2.93552954899347,2.18486529487396,1.96624528514083
"6",15000,"P7",13.193558759639,11.9462290953201,10.5526915445082,9.98581064759436,9.5514285843443,9.28095834359749,9.12431026166133,8.99737788596851,8.9023186514074,8.72846231052885,8.57350216206567,8.41463957619465,8.30715144070367,8.14574462903796,8.13808082277753,8.08505371917974,7.92196219935964,7.91728740086847,7.98258010924799,7.82416456384477,8.0493884251917,8.06886428705116,8.11321007398608,8.28172327164059,8.6687574665355,8.32532388820929,7.72375335243545,7.32434555736621,7.48838996792626,7.38628462303076,7.25129957739416,7.06636714800736,7.08303793387966,7.06724266533691,6.91003680407287,6.98899000098848,6.97144872072657,6.91298043663286,6.7486771754966,6.81600762138498,7.03259430538136,6.94262246345349,6.84796086455067,6.80368104549408,6.81977417327118,6.83723535596335,6.69294865555945,6.67884010623963,6.77459547439758,6.66710623347438,6.66370282339133,6.77949281734105,6.6174075133491,6.52963970268875,6.45282081298891,6.47165908602434,6.49361570450867,6.62472224995668,6.54094963420297,6.47769374415684,6.59761034650052,6.55904200268703,6.59370462749783,6.79703355362084,6.71040803086176,6.8544355080881,6.8639435171695,6.74742413698621,6.38466191013621,6.52184830835244,6.69093655332898,6.48745983446402,6.49397199546488,6.56715631140432,6.47862760412651,6.44745996827145,6.37879154148079,6.35053354286706,6.2130743842534,6.17998905516492,6.11014449228323,6.11444101844876,6.00393255342108,5.78445930779282,5.67650137233465,5.8632488762387,5.49116635979508,5.34086474966258,5.17149858317556,4.92234997735884,4.70864114804074,4.5049393043524,4.33412128744534,4.02037707732292,3.73386884163667,3.30071721017165,2.74400898589797,2.61706753586766,2.53914549243054,2.07872752343027,1.57431202945263,1.83208649063549,1.96117225728967,1.94291702246264,2.43404440308992,3.22825050386839,2.99758190925482,2.83804928454456,2.77405728469652,2.75506165459324,2.74974358458899,4.15416564929279,4.19491883929952,2.54256474472142,2.34922461511693,2.25009158218025,2.16173228976229,2.47390753560413,4.21897072127963,3.39168218075585,1.83831566626378,2.5431417833991,1.78941826990763,1.61394840461091,2.02648994521026,2.62060024639808,2.01869935455866,2.05826485009686
"7",15000,"O1",12.8523501229023,11.7277975500481,10.6398706584026,10.1320281569942,9.75001553518883,9.51966620112664,9.24149085459601,9.17787232845758,9.17998660926102,8.97396647340926,8.70132823459368,8.61477804874426,8.51159084646697,8.31161207174245,8.336866925581,8.2711067455232,8.25342681051897,8.26731248701819,8.28438367404055,8.10047820703667,8.16020558625918,8.37800110581409,8.52460339694929,8.78556705763904,9.14566953477403,8.83824167678006,8.28038746790746,7.83713470366885,7.67703146277242,7.57026710892877,7.59541243453211,7.34940042610115,7.29675938164125,7.28443215813428,7.14928269443674,7.15827547392582,7.10920925030958,7.17621157701294,6.96927349907142,6.88831351484407,6.90852207246749,6.83023006481701,6.86526550487071,7.05126287935234,7.08109474724781,7.05842578259218,7.03383641300503,7.06768919619938,7.12707831828804,7.13102232760647,6.95182843014578,7.07744798603229,7.02556266880541,6.91916592591722,6.83015785918667,6.87857763276818,6.8468627650301,6.73446157535067,6.80805132654251,6.69355754920354,6.50548368958459,6.75463976269832,6.72862608115809,6.74346861890336,6.88650325064471,7.00015038618814,6.94047308835673,6.86998043536833,6.85805119711923,6.76408280043784,6.79406868686661,6.71435024250588,6.66848335679225,6.67241967374778,6.61371969718932,6.45688850820049,6.40368295566148,6.30526173812736,6.26673628707771,6.36803307336339,6.37668880413715,6.11772855365609,6.00220868175414,5.96350057333895,5.89868850447999,6.12183350634593,5.65093748641113,5.29244569750422,5.00443250211509,4.90201701397401,4.81577259126251,4.55301709736373,4.33840724834392,4.24849905725639,3.8719130836152,3.31928556021426,2.83818045347438,2.72614343657908,3.0428232047435,2.6400817533759,2.14550220470248,2.13972865418228,2.22514922251319,2.37131282968626,3.01937980441416,3.5834087120903,2.98846695098549,2.91736361920871,2.91878163108154,2.89347649462076,3.05090114291865,4.69194645205581,4.63754385323567,2.60883194345793,2.27779692079026,2.14828025707722,2.360901415711,3.08939601960419,4.98585340159801,4.0881112911702,1.94263080591762,2.17975051524993,1.88915419096098,2.11276473975921,2.56305146881526,3.08964767164659,2.30925366546239,2.18401055607022
"8",15000,"O2",12.9470322056985,11.8529253089408,10.8206766963484,10.3866378004773,9.84376507057055,9.60430082224017,9.38184961463381,9.294699040813,9.4473990213667,9.18797987028324,9.09234534116578,8.78198306404047,8.72540604774296,8.78214341764325,8.65038788274502,8.52987247979718,8.44440170951152,8.43886703585622,8.51424881839009,8.38521002619822,8.78955298366632,9.08185631183033,9.54967965129668,10.3084121125624,10.5247104957871,10.2891865201678,9.76100626437483,9.19094325629386,8.42293813949928,8.08054177196827,8.14330669909927,7.93805081139026,7.88858714840552,7.80843116649073,7.46144640632752,7.53823043444602,7.56077812321492,7.554565675164,7.44979870287283,7.16910066188088,7.20490327408049,7.30884314600504,7.35389123548043,7.34103205722857,7.57354230321405,7.59511028045151,7.72488175866679,7.92075544434619,7.95160548531009,8.11252580939452,7.99050355760138,7.80119388826561,7.7081530343954,7.44139027125717,7.39230411670108,7.1620435675936,7.03415039169812,7.06784042064003,7.10001241980953,7.1093773954097,7.05287526822176,7.02753391562935,7.12186953760544,7.13221369966937,7.22491388500439,7.23772893720099,7.26013748224668,7.1374241896866,7.15286944463903,7.0997034415251,7.28868508030584,7.22368669992082,7.02036799482068,6.82016435015041,6.7932623939616,6.90491958833661,6.8948013474575,6.56800853705568,6.62706424011794,6.64245032168857,6.53235722646004,6.33779851685441,6.15989818960095,6.09448291721115,6.32790470566954,6.4362095016378,5.7536175328505,5.50289862746489,5.22401499141367,5.33499289320539,5.01429938754702,4.86261377682945,4.78162859720551,4.41698372317146,4.09630020786255,3.62335408916155,3.42602799689149,3.25136876562594,3.54581788280144,3.35664609299675,2.74544593863102,2.82316298101729,2.85968569499004,2.92914150601033,3.54513929775606,4.197322443062,3.61676095283098,3.48142857313004,3.24708845646486,3.15971506552397,3.35915589216595,5.36891800338337,5.44489209355149,3.2770892671272,2.81278844250334,2.73079946118203,2.80826186066853,3.72022978373818,5.64713502832134,4.78759069357564,2.54564281483603,2.63749689392611,2.53499585226794,2.74653163005451,3.33629295309089,3.83335497277234,2.85366575418416,2.88520604194152
"9",15000,"P8",13.8772008495172,12.7766223913575,11.6687482939875,11.105630619948,10.8571075339435,10.6957545340577,10.3777722431147,10.1981245809242,10.3733803635195,10.165282992242,9.96238979048757,9.77217439902505,9.89102166946395,9.86153718498383,9.63131427669237,9.55407304688985,9.42682126332031,9.38465642047032,9.52989285515634,9.38260092508882,9.69024477494075,9.89106428570008,10.0982487776064,10.5943430080726,10.9042700924998,10.6464452295081,10.0448009305639,9.40260889959129,8.99314963885095,8.88139745068561,8.83649188953254,8.48316785928247,8.62961018240873,8.47783447591201,8.2620006060976,8.32373394297158,8.23999777196594,8.24126314019778,8.25211231458049,8.27434253924632,8.17317072745378,8.03342200370266,8.04700293888227,8.04631114914277,8.15440174732581,8.20867702319638,8.1841287685819,8.19223260880512,8.42983312147641,8.37794020187783,8.08996509978892,8.02166674989524,8.04180845803711,7.89527553773172,7.89671639953101,7.65309035243562,7.51067289442368,7.60167688927035,7.49504337970281,7.45824121716763,7.63098606301695,7.59052196451023,7.60855090078053,7.88149384845127,7.80654653066981,7.97296312307801,7.83527169690549,7.70122813885887,7.65416711880719,7.73545145490566,7.66752906024821,7.42680212699007,7.29120208724201,7.31460764157993,7.30334740930756,7.27991582284397,7.11475192022342,7.06590801581595,7.12802191243331,7.28421994910087,6.86328498375232,6.77278307644352,6.53154643556488,6.46637822568096,7.02915799840604,7.53628182891734,6.46131659057682,5.76531666698183,5.71634930823538,5.82249138562796,5.62746620087726,5.42774647475235,5.38300654929454,4.87732197501608,4.74129672287566,4.41757595785867,4.38875013247432,4.45042680009195,4.96343782705838,4.69253476435344,4.08679264996515,4.22017394791062,4.17341484774049,4.12140023862264,4.89227194398052,5.64572611241518,4.7750641576468,4.53724697712649,4.39488458761459,4.23234619844056,4.48214316856479,6.82581361333603,6.86218691278013,4.41318952054871,4.09538784483248,4.04727182618204,4.21033908444863,5.23192632193547,7.15107938525632,6.2795002621763,4.0201025884691,4.06091929453967,3.91484472685171,4.13159494331832,4.75401918325695,5.28986935705312,4.3300277510237,4.1991678216696
"10",15000,"T8",13.8616431351286,12.5947811491691,11.1413100243835,10.4012162856862,10.0327041725074,9.77332085177502,9.5839124746373,9.43256979866698,9.39740542195678,9.14187057273743,9.1898531326089,8.94399306992105,8.84786081774218,8.90725868149789,8.83339148814859,8.72667454079242,8.44934869902108,8.42352180380258,8.44516097184547,8.31631922475407,8.64300189443076,8.95809238713333,9.24618839069751,9.82618620908673,10.2191479080841,9.93052642091404,9.13025131824718,8.43477937884432,8.0479192990333,7.88581081371923,7.76116570252188,7.5540788925591,7.62352614904318,7.66513414154637,7.3656941809563,7.55004652276234,7.46792310783134,7.45484407488677,7.4006972718432,7.27396567330661,7.25214912271788,7.07928822053775,7.23345969590411,7.28379411270762,7.14030279596751,7.31355240917233,7.39383043483627,7.36146689185795,7.44264832797998,7.41763556465124,7.19940468917506,7.01694178850356,7.09684424215535,7.02885655042622,6.95225014046681,6.96783458828308,6.96152354415553,7.01158298349105,6.88676780949214,6.9778261814418,6.81181967742235,6.62936349844771,6.91250041884129,6.98795463932342,6.99960459042723,7.16864775805179,7.1571282778441,7.09308499691012,7.07777441074897,7.09480448836928,7.15828381223577,7.03075088706722,6.9837521651181,6.91834178656669,6.87094163444331,6.63756805528802,6.62284656679421,6.49828427236739,6.72749638241268,6.85225738735433,6.519139359053,6.22730608376028,6.10910678017967,6.20391239541065,6.75579785764415,7.24169509892352,6.15796174651464,5.59514342268949,5.23407363098983,5.31133310031207,5.24990239428512,5.15667557201438,5.08313635833069,4.65934089934244,4.51372755006233,4.18097768531829,4.03088171676636,3.94635604808678,4.57656215249372,4.2895365267185,3.80001597427607,3.96169314107342,3.85833489486772,3.83561753271302,4.58657827875857,5.29046415941132,4.4483099064021,4.27524009835309,4.0455258418971,4.03266127218948,4.31973897617832,6.46459942032826,6.48706761686183,4.08359521223431,3.85402820874294,3.68768540302103,3.844940539117,4.85885276913911,6.78385244537381,5.90641765425199,3.66626581490616,3.85137944517833,3.65590586197886,3.73177766102714,4.35075131685918,4.88773873622625,3.90985202211852,3.81172558571535
