Subject	Channel	0.5Hz	1Hz	1.5Hz	2Hz	2.5Hz	3Hz	3.5Hz	4Hz	4.5Hz	5Hz	5.5Hz	6Hz	6.5Hz	7Hz	7.5Hz	8Hz	8.5Hz	9Hz	9.5Hz	10Hz	10.5Hz	11Hz	11.5Hz	12Hz	12.5Hz	13Hz	13.5Hz	14Hz	14.5Hz	15Hz	15.5Hz	16Hz	16.5Hz	17Hz	17.5Hz	18Hz	18.5Hz	19Hz	19.5Hz	20Hz	20.5Hz	21Hz	21.5Hz	22Hz	22.5Hz	23Hz	23.5Hz	24Hz	24.5Hz	25Hz	25.5Hz	26Hz	26.5Hz	27Hz	27.5Hz	28Hz	28.5Hz	29Hz	29.5Hz	30Hz	30.5Hz	31Hz	31.5Hz	32Hz	32.5Hz	33Hz	33.5Hz	34Hz	34.5Hz	35Hz	35.5Hz	36Hz	36.5Hz	37Hz	37.5Hz	38Hz	38.5Hz	39Hz	39.5Hz	40Hz	40.5Hz	41Hz	41.5Hz	42Hz	42.5Hz	43Hz	43.5Hz	44Hz	44.5Hz	45Hz	45.5Hz	46Hz	46.5Hz	47Hz	47.5Hz	48Hz	48.5Hz	49Hz	49.5Hz	50Hz	50.5Hz	51Hz	51.5Hz	52Hz	52.5Hz	53Hz	53.5Hz	54Hz	54.5Hz	55Hz	55.5Hz	56Hz	56.5Hz	57Hz	57.5Hz	58Hz	58.5Hz	59Hz	59.5Hz	60Hz	60.5Hz	61Hz	61.5Hz	62Hz	62.5Hz	63Hz	63.5Hz	64Hz
15000	AF3	14.6900278963504	13.4628693477383	11.9017171754357	11.2387818039232	10.5773547824224	10.4204511840644	9.92190917651911	9.58361503724613	9.51955407581488	9.25853226019944	9.11032602489792	9.05586530538819	9.1161700782559	9.35755787505422	9.44166821418776	9.32156731101365	9.16849104835424	8.8828923281262	8.79129637328619	8.6238972415182	8.78563970449148	8.99378030116594	9.24636102725764	9.68006403405206	10.0508372655401	9.86177008110163	9.18491716855396	8.47906627205015	8.17336272162497	8.00207201346818	7.84125734360891	7.68208742794457	7.68695530340336	7.61984532464245	7.5264136951761	7.43503240863373	7.53764055975075	7.63690147255402	7.57199705784504	7.31421066162819	7.32263044044417	7.32737127360932	7.40211158480096	7.4637344058609	7.39892445855215	7.36260731983038	7.33496802715485	7.37407518125878	7.44143836523758	7.56532448750457	7.52668523531024	7.3073055985934	6.95193179889167	6.96251264766498	7.15049462966555	7.2098012070308	6.97541101318172	6.94600851742695	6.75893751896391	6.96238873112341	7.07158715374569	7.13010058654138	7.23151300429589	7.14321244289192	7.16324269845434	7.27645473390196	7.49704681891399	7.36312614154985	7.12539221043433	7.15278051509318	7.11080958687802	6.91903824166946	6.86822289913377	7.01298102213249	6.92284662308133	6.96143572342117	6.70780777517328	6.44696342398319	6.63636298538281	6.53803235989777	6.40120322067927	6.07590405296205	6.11810827756483	6.45665935570171	6.6722840430295	7.06662859085181	6.03198644177476	5.48740516537213	5.26303424366857	5.22124240591764	5.08150555404942	5.04131202092827	4.73738714213129	4.23174592142918	3.96226968339851	3.94279009842066	3.55648240816793	3.54401592685491	4.40180848483329	3.97969211804221	3.07475631604982	3.10609365568302	3.25478577217671	3.36971550761863	4.11754032574146	4.9541310156111	3.82659253837187	3.52984474719944	3.34740045121199	3.44773890290158	3.56236920988009	6.14020542575376	6.20712311332208	3.69358408809137	3.27952983276698	3.40283586513379	3.25856120403952	4.53912764987069	6.55761718143982	5.65381129455137	3.16016515443639	3.30029187534271	3.10928900048766	3.24999026167542	4.06813192905444	4.6308114717285	3.35613892363748	3.32385140679998
15000	F7	17.1297082885409	16.1906151331962	15.394125123428	15.0774997727486	14.784143855689	14.7063718793555	14.579509911977	14.3553089218554	14.5180513983904	14.3980182578227	13.9766833898585	14.1493947951369	14.136915258852	14.0127416051647	13.5641994705557	13.7204859544845	13.8190459095793	13.4445370982596	13.6233403503006	13.7789401516804	13.7620400645719	13.819548205738	13.4380982236846	13.3034147162201	13.2633598472147	13.2043755224344	13.0110539580454	13.3614201402613	13.2436269532785	13.2486775710192	13.2984183181764	13.1137623682872	12.9760795504379	12.5552304564329	12.8076278203905	12.6666397610588	12.6367486889665	12.7352374360706	12.7378789606837	12.7264849325003	12.5626144153614	12.4392822476399	12.4662807744039	12.4495397275412	12.5404193800405	12.4600650461921	12.2783630969976	12.212496442906	12.2933632081194	12.4220956422	12.3630941720995	12.0427063667075	12.1380059509792	12.394350693375	12.2731433668714	12.1127336202447	12.0326368457236	12.1888105033667	12.3316945757726	12.1069011589403	12.3021465786626	12.4236047798917	12.216209221293	12.2729123293269	12.2052244051861	12.2209697697684	11.9790865630561	12.1215378263427	12.0962434153611	12.0841738732705	12.1620787152656	11.969017380703	11.4931589456637	11.2876863770418	11.5076814009186	11.4726000454258	11.2074419363179	11.2177650826116	11.132986903292	10.8294329491243	10.9326209587471	10.9414647016948	10.7395188091106	10.4705307989986	10.5217792620734	10.540349699822	9.94717475838984	9.49932830052858	9.53473258894962	9.2229775591161	9.02746060891974	8.88742792134753	8.43432304679927	8.12902782262261	8.1870900857949	7.50528111713579	6.94923914455237	6.5702662465922	7.10422746000331	6.8336667174942	5.94292366577438	5.93910064215233	5.81609411830702	6.09667890359703	6.81182069789765	7.51886996729434	6.60890235545963	6.55612533565758	6.25821963899476	5.93193008667011	6.4049639344346	8.59766892668307	8.64295192476526	6.40404427770243	5.72591590209695	5.81194560294316	5.83592341521629	7.03233341914024	9.05971948745434	8.14989874249172	5.65481251115121	5.68106716466084	5.69301463966273	5.89970654416221	6.37261256824492	7.03301333119496	5.90358410725261	5.73318014362411
15000	F3	14.9167310790975	13.3334535366929	10.1699136537706	9.84740530322705	9.45849439082683	9.42017924009802	9.23265830022482	8.69456621716041	8.65339659190701	8.68880356326568	8.39329466517418	8.18731398900461	8.36469695429648	8.36067594982125	8.61202809801297	8.45850726342593	8.24447964914792	8.20530253739482	8.14682598254385	8.01291637285668	8.24103912678422	8.26384481814391	8.34822126723576	8.50506332157441	8.86629268263276	8.56084436846274	8.07007613921837	7.53561062423481	7.49114903214215	7.25882775940001	7.15640321043671	7.09175127537757	7.16537672701168	7.01666474328139	6.93608274087144	6.74372158884268	6.91437319097439	6.97119327242826	6.89711779141856	6.81805408014952	6.85470454230964	6.86162106839887	6.95575125828803	6.89840886353193	6.75923753963669	6.79747490385185	6.95012246366137	7.03432532711061	7.0947199371782	7.14419997927726	6.95695487051598	6.74156361331576	6.52153698166318	6.5983569940552	6.63807816663562	6.57135291324292	6.59794449458305	6.56790640364125	6.55415720188423	6.7265104746525	6.70017236293328	6.91296251444376	6.88066561482836	6.7239905669162	6.87416642068095	7.08967939102214	7.14754098277616	6.8424122876566	6.57193892440362	6.7518774321474	6.71916283650097	6.6061419591158	6.4668554000198	6.55484235605618	6.38689732358223	6.44560647465425	6.3393781453551	6.00860791317035	5.92682971026894	5.89384406508017	6.09641987571064	5.92189572118364	5.71553413518569	5.72181602381335	5.54811634567202	5.4956156618436	5.1320059203878	4.80483066611787	4.67368458937531	4.66946122648343	4.77495451516576	4.55613887272885	4.10322528928097	3.81569449875259	3.35846569950853	2.99770439990898	2.3513498286869	2.18661309473155	2.03355733356486	1.61817590599919	1.09914239590478	1.24198071386868	1.28881995464397	1.50814641542489	2.16021993502606	2.54794614949501	2.10246038324103	2.47804636697505	2.13464259485457	2.11631084472952	2.32982097139409	3.41567766910965	3.3544155212107	1.903423711605	1.48348063805223	1.24896024332329	1.40603367770768	1.7949567218493	3.59172660538736	2.74357723902663	2.13632901853373	3.69312530377561	2.37991922297208	1.07817470998114	1.50104072933162	1.87997931477274	1.31601873002095	1.45514156097217
15000	FC5	16.4403768975078	15.0942396598726	12.415686139442	11.1951914377644	10.4919954078333	10.1596859513531	9.79375008086392	9.36102914724711	9.07825341456775	8.73541797823831	8.59447347191021	8.44106722518167	8.47714863138666	8.45336145532223	8.37401568331699	8.26030627218112	8.0760676374118	7.98864896281052	7.95887725405183	8.0507922914982	8.04546351543523	8.01228074225733	8.1217393158745	8.31796468005252	8.57720753192685	8.42990116367345	8.0615129698515	7.81544702645275	7.4553818831519	7.48776550812051	7.40109328847163	7.25918816697567	7.50530676142743	7.38722413283908	7.29735616584076	7.12023682774416	7.11383462073199	7.24868871002605	7.30221352174019	7.02355962928521	6.79363381042388	6.85223618504673	7.01834971621457	7.0964395165787	6.88515027907423	6.83740142027698	6.9217962401172	6.81984903163588	6.87338753671186	6.83989748328508	6.9691803173277	6.85557827583108	6.72453694685062	6.66585900404249	6.820093719766	6.68110219815594	6.62436885432976	6.79620920009556	6.70644420392991	6.69250456135937	6.77455897933429	6.86129706138377	6.70224911732302	6.80648641451124	6.97407473150115	6.85248032888683	6.83297825570723	7.03532881163865	7.12356521569021	7.03546495151825	6.96457253560759	6.72863377358147	6.81669515453382	6.94415117569491	6.86221443934536	6.79019888019539	6.58605934759419	6.42842006506035	6.34563444990952	6.09737248865924	6.11321396265017	6.15863819449942	5.9867162946382	5.8928047718533	5.79414506682655	5.94805131588508	5.47822208875967	5.26682163530811	5.21310893997077	5.09159629083686	4.92455987563518	4.60163295042592	4.21703208178983	3.84610056832256	3.56545336457702	3.45007112929205	2.85533941384594	2.58648184320428	2.76340627670185	2.44060001787825	2.08158551859839	2.1290286736751	2.37671974566169	2.3597595101919	3.01330043174511	3.43292951807777	2.99391795407497	2.80006017678135	2.72423270793292	2.61881969042779	2.8483261504301	4.241445020413	4.33555469456239	2.49449787919024	2.42900999253494	2.42756319834081	2.25444772394999	2.88286189316852	4.47095974443952	3.72969612789534	2.05806439852522	2.22135002245616	2.07301932687076	2.17885011141519	2.52546006550679	2.96533250368789	2.1293944250915	2.24033654037084
15000	T7	14.1704325180014	12.7706877505742	10.7252599093172	9.94831916558988	9.55593101938689	9.40431520944113	9.11336627291172	8.78886645367404	8.65638427329695	8.46914727202969	8.301140692862	8.21023260138151	8.13126815121535	8.0437115767508	7.94237634869084	7.86567700273012	7.83769262557947	7.89433441106375	7.71177916659224	7.57804354304028	7.68278350569697	7.74784719973395	7.80747331124752	7.92930916410877	8.13234734305663	8.02280024940068	7.66013190773659	7.60989999229126	7.35557114644077	7.29580577697444	7.18889242423966	6.95928544748528	6.95574332391496	7.10499976080798	7.05404986951697	7.06526551432586	7.00768736446061	6.98378749867687	6.95803220601209	6.78742416152381	6.78324311745081	6.75828262239231	6.94515143950206	7.03407822180178	6.85365624523623	6.75769555948856	6.6474098839096	6.45793653255935	6.70469188093966	6.9164483596312	6.92472889612622	6.86614166656809	6.62951898275889	6.54213215997023	6.51656499308432	6.52859434902896	6.65527794734816	6.6173571059959	6.37790493381992	6.57150028366564	6.61507747145539	6.92082368232812	7.12484241072915	6.90767035103038	6.65744991696464	6.61450671503482	6.56221191102618	6.8514053743293	6.62208416145818	6.77508108247044	6.82023283119987	6.61066699073584	6.62577475071884	6.67634327736705	6.62635698800123	6.40277762327797	6.39128111028483	6.35941795979043	6.11342199326777	6.01035837426518	6.08558642711601	5.85597796578654	5.6577794433945	5.61791608827371	5.76385774032874	5.77647809422396	5.18729451357351	5.12416288283793	5.14490843113875	4.75644642482395	4.53982192844202	4.4380280940495	4.14285220619461	3.66368689065987	3.39518805842408	3.15983467642618	2.77160526250345	2.5759457503292	2.67236419003299	2.26645633613076	1.86344806033326	2.17457713094594	1.96820565121929	2.13583830160206	2.74394811212191	3.28376977774962	2.85354423156032	2.8267504183304	2.6212981967559	2.65640794613353	2.69595401535685	4.44270099956378	4.5664384836048	2.65396076744235	2.29301001358903	2.27517903328963	2.16899684875259	2.83027674427998	4.70640002649106	3.88597576097457	1.75938027047665	2.04389213989115	1.92995354859624	1.97944180885077	2.4637081771706	2.9355295489613	2.18486529485333	1.96624528512069
15000	P7	13.1935587596375	11.9462290953189	10.5526915445084	9.98581064759441	9.55142858434426	9.2809583435973	9.12431026166113	8.99737788596836	8.90231865140747	8.7284623105288	8.57350216206555	8.41463957619449	8.30715144070369	8.14574462903802	8.13808082277757	8.08505371917979	7.92196219935979	7.91728740086847	7.98258010924794	7.82416456384468	8.04938842519166	8.06886428705121	8.11321007398617	8.28172327164058	8.66875746653549	8.32532388820931	7.72375335243549	7.32434555736635	7.48838996792636	7.38628462303082	7.25129957739424	7.06636714800722	7.08303793387957	7.06724266533678	6.91003680407294	6.98899000098855	6.97144872072653	6.91298043663277	6.74867717549646	6.81600762138493	7.03259430538153	6.94262246345363	6.8479608645506	6.803681045494	6.81977417327132	6.83723535596361	6.69294865555969	6.67884010623974	6.7745954743976	6.66710623347433	6.66370282339136	6.77949281734113	6.61740751334905	6.5296397026888	6.45282081298887	6.4716590860242	6.49361570450851	6.62472224995656	6.5409496342033	6.47769374415699	6.59761034650049	6.5590420026872	6.5937046274981	6.79703355362102	6.71040803086193	6.8544355080882	6.86394351716935	6.74742413698597	6.38466191013632	6.52184830835274	6.69093655332903	6.48745983446417	6.4939719954653	6.5671563114046	6.47862760412701	6.44745996827171	6.37879154148092	6.35053354286717	6.21307438425417	6.17998905516592	6.11014449228352	6.11444101844893	6.00393255342149	5.78445930779309	5.6765013723356	5.86324887623735	5.49116635979454	5.34086474966293	5.17149858317583	4.92234997735953	4.70864114804146	4.50493930435276	4.33412128744664	4.02037707732384	3.73386884163747	3.30071721017191	2.74400898589966	2.61706753587106	2.53914549243499	2.07872752343456	1.57431202945829	1.83208649064213	1.96117225729486	1.94291702246705	2.43404440309563	3.22825050387646	2.99758190926117	2.83804928454709	2.7740572846973	2.75506165459513	2.74974358459249	4.15416564929934	4.19491883930612	2.54256474472529	2.34922461512183	2.25009158218513	2.1617322897685	2.47390753561011	4.21897072128478	3.39168218076194	1.83831566627034	2.54314178340308	1.78941826991194	1.61394840461573	2.02648994521659	2.62060024640563	2.01869935456468	2.05826485010267
15000	O1	12.8523501229017	11.7277975500475	10.6398706584026	10.1320281569942	9.75001553518887	9.51966620112669	9.24149085459596	9.17787232845745	9.17998660926102	8.97396647340927	8.70132823459368	8.61477804874426	8.51159084646697	8.31161207174245	8.33686692558103	8.27110674552324	8.25342681051905	8.26731248701819	8.28438367404054	8.10047820703663	8.1602055862592	8.37800110581412	8.52460339694937	8.78556705763908	9.14566953477405	8.83824167678006	8.28038746790748	7.83713470366892	7.67703146277253	7.57026710892886	7.59541243453211	7.3494004261011	7.29675938164128	7.28443215813425	7.14928269443683	7.1582754739258	7.10920925030957	7.17621157701294	6.9692734990714	6.88831351484406	6.90852207246756	6.83023006481712	6.86526550487077	7.05126287935236	7.08109474724787	7.05842578259226	7.03383641300515	7.06768919619944	7.12707831828804	7.13102232760649	6.95182843014576	7.07744798603233	7.02556266880543	6.91916592591711	6.83015785918663	6.87857763276816	6.84686276503004	6.73446157535059	6.80805132654262	6.69355754920371	6.5054836895846	6.75463976269839	6.72862608115814	6.74346861890336	6.88650325064484	7.00015038618827	6.94047308835682	6.86998043536842	6.85805119711921	6.76408280043792	6.79406868686663	6.71435024250599	6.66848335679258	6.67241967374785	6.61371969718944	6.45688850820047	6.40368295566137	6.30526173812716	6.26673628707787	6.36803307336397	6.37668880413759	6.11772855365627	6.00220868175442	5.96350057333958	5.89868850448086	6.1218335063462	5.65093748641148	5.29244569750474	5.00443250211576	4.90201701397447	4.81577259126298	4.55301709736425	4.33840724834534	4.24849905725687	3.87191308361562	3.31928556021544	2.83818045347577	2.72614343658132	3.04282320474445	2.64008175337684	2.1455022047063	2.13972865418732	2.22514922251743	2.37131282969098	3.01937980441806	3.5834087120937	2.98846695098956	2.91736361921144	2.91878163108361	2.89347649462276	3.050901142921	4.69194645206061	4.6375438532402	2.6088319434614	2.27779692079452	2.1482802570808	2.36090141571528	3.08939601960752	4.9858534016	4.08811129117261	1.94263080592264	2.17975051525407	1.88915419096609	2.11276473976418	2.56305146881891	3.08964767165063	2.30925366546649	2.18401055607479
15000	O2	12.9470322056971	11.8529253089391	10.8206766963489	10.3866378004776	9.84376507057134	9.60430082224097	9.38184961463321	9.29469904081193	9.44739902136695	9.18797987028313	9.09234534116522	8.78198306403967	8.72540604774278	8.78214341764299	8.65038788274517	8.52987247979706	8.44440170951129	8.43886703585621	8.51424881838995	8.38521002619763	8.78955298366674	9.08185631183065	9.54967965129691	10.3084121125625	10.5247104957871	10.2891865201676	9.76100626437462	9.19094325629379	8.42293813949941	8.0805417719682	8.14330669909945	7.93805081139039	7.88858714840558	7.80843116649021	7.46144640632817	7.53823043444638	7.56077812321482	7.55456567516448	7.44979870287251	7.16910066188082	7.20490327408089	7.30884314600599	7.35389123548149	7.34103205722875	7.57354230321434	7.59511028045176	7.72488175866738	7.920755444347	7.95160548531016	8.11252580939469	7.99050355760163	7.80119388826579	7.70815303439545	7.44139027125725	7.39230411670149	7.16204356759338	7.03415039169703	7.06784042063985	7.10001241980923	7.10937739540898	7.05287526822186	7.02753391562977	7.12186953760573	7.13221369967023	7.22491388500608	7.23772893720211	7.26013748224587	7.13742418968671	7.15286944463948	7.09970344152544	7.28868508030514	7.22368669992039	7.02036799482233	6.82016435015071	6.79326239396209	6.90491958833623	6.89480134745667	6.5680085370563	6.62706424012052	6.6424503216939	6.5323572264618	6.3377985168567	6.15989818960254	6.09448291721256	6.32790470567328	6.43620950163805	5.75361753284581	5.50289862746751	5.22401499141682	5.3349928932093	5.01429938755089	4.86261377683578	4.78162859721082	4.41698372317093	4.09630020786461	3.62335408917066	3.4260279969064	3.25136876563884	3.54581788280989	3.35664609300221	2.74544593864703	2.82316298103688	2.85968569501204	2.92914150603768	3.54513929777636	4.19732244308297	3.61676095284942	3.48142857314414	3.24708845648189	3.15971506554472	3.35915589218172	5.36891800340354	5.44489209357121	3.27708926714001	2.81278844253164	2.73079946121064	2.80826186069382	3.72022978376555	5.64713502833468	4.78759069359064	2.5456428148609	2.63749689395632	2.5349958522899	2.74653163007415	3.33629295311176	3.83335497279269	2.85366575420761	2.88520604196379
15000	P8	13.8772008495182	12.7766223913587	11.6687482939878	11.1056306199482	10.8571075339437	10.6957545340578	10.3777722431143	10.1981245809242	10.3733803635198	10.1652829922421	9.96238979048757	9.77217439902528	9.89102166946411	9.86153718498361	9.63131427669221	9.55407304688959	9.42682126332027	9.38465642047028	9.5298928551565	9.38260092508897	9.69024477494102	9.89106428570033	10.0982487776065	10.5943430080727	10.9042700924998	10.646445229508	10.0448009305639	9.40260889959156	8.99314963885137	8.88139745068567	8.83649188953275	8.48316785928249	8.62961018240867	8.47783447591166	8.26200060609774	8.32373394297191	8.23999777196616	8.24126314019783	8.25211231458083	8.27434253924663	8.17317072745415	8.03342200370328	8.04700293888262	8.04631114914257	8.15440174732618	8.20867702319701	8.18412876858214	8.19223260880541	8.42983312147646	8.37794020187782	8.08996509978895	8.0216667498955	8.04180845803699	7.89527553773214	7.89671639953152	7.65309035243578	7.51067289442345	7.60167688927051	7.49504337970345	7.45824121716834	7.63098606301769	7.59052196451104	7.60855090078121	7.88149384845176	7.80654653067035	7.97296312307912	7.83527169690631	7.70122813885926	7.65416711880774	7.73545145490654	7.66752906024849	7.42680212699038	7.29120208724393	7.31460764158043	7.30334740930836	7.27991582284453	7.11475192022387	7.06590801581609	7.12802191243759	7.28421994910793	6.86328498375581	6.77278307644465	6.53154643556708	6.46637822568374	7.02915799841548	7.53628182892865	6.46131659058199	5.76531666698592	5.71634930823788	5.82249138563061	5.62746620088126	5.4277464747633	5.38300654930534	4.87732197502453	4.74129672288444	4.4175759578699	4.38875013248554	4.45042680010217	4.9634378270723	4.69253476436523	4.08679264997724	4.22017394792547	4.17341484775585	4.12140023864001	4.89227194399602	5.64572611243188	4.77506415766285	4.53724697713953	4.39488458762781	4.23234619845642	4.48214316857701	6.8258136133531	6.86218691279746	4.41318952056389	4.09538784484922	4.04727182620121	4.21033908446578	5.23192632195448	7.15107938527398	6.27950026219403	4.02010258848664	4.06091929455901	3.9148447268675	4.13159494333433	4.75401918327501	5.28986935707056	4.33002775103968	4.19916782168579
15000	T8	13.861643135129	12.5947811491691	11.1413100243836	10.4012162856865	10.0327041725077	9.77332085177522	9.58391247463694	9.43256979866704	9.39740542195706	9.14187057273753	9.18985313260912	8.94399306992128	8.84786081774208	8.90725868149744	8.83339148814823	8.72667454079226	8.44934869902117	8.42352180380265	8.44516097184563	8.31631922475425	8.64300189443122	8.9580923871336	9.24618839069774	9.82618620908682	10.2191479080841	9.93052642091395	9.13025131824706	8.4347793788445	8.04791929903378	7.88581081371925	7.76116570252208	7.55407889255951	7.62352614904337	7.66513414154619	7.36569418095643	7.55004652276262	7.46792310783155	7.45484407488704	7.40069727184354	7.27396567330711	7.25214912271865	7.07928822053904	7.23345969590503	7.2837941127075	7.1403027959674	7.31355240917254	7.3938304348366	7.36146689185836	7.44264832798025	7.41763556465142	7.19940468917527	7.01694178850385	7.09684424215499	7.02885655042602	6.95225014046708	6.96783458828309	6.96152354415544	7.01158298349091	6.886767809493	6.97782618144288	6.81181967742317	6.62936349844889	6.91250041884247	6.9879546393242	6.99960459042813	7.16864775805338	7.15712827784498	7.09308499691064	7.07777441074895	7.09480448836991	7.15828381223632	7.03075088706796	6.98375216511984	6.91834178656744	6.87094163444442	6.63756805528864	6.62284656679445	6.49828427236798	6.72749638241649	6.85225738736026	6.51913935905513	6.22730608376087	6.10910678018163	6.20391239541244	6.75579785764988	7.24169509892789	6.15796174651475	5.59514342269322	5.234073630993	5.3113331003158	5.24990239428905	5.15667557202219	5.0831363583391	4.65934089934984	4.5137275500685	4.18097768532657	4.03088171677617	3.94635604809636	4.57656215250279	4.289536526725	3.80001597428507	3.9616931410855	3.85833489488072	3.83561753272685	4.58657827876967	5.2904641594232	4.44830990641478	4.2752400983632	4.04552584190722	4.03266127220078	4.31973897618762	6.46459942034013	6.48706761687336	4.08359521224305	3.85402820875585	3.68768540303684	3.84494053913218	4.85885276915277	6.78385244538493	5.90641765426367	3.66626581491927	3.85137944519122	3.65590586198949	3.73177766103919	4.35075131687283	4.88773873624008	3.90985202213167	3.81172558572868
